File name: butterfly 847.jpeg, Image: butterfly, Predicted Class: sweet_pepper
File name: chicken 2213.jpeg, Image: chicken, Predicted Class: bee
File name: horse 888.jpeg, Image: horse, Predicted Class: bridge
File name: dog 4124.jpeg, Image: dog, Predicted Class: lawn_mower
File name: spider 408.jpeg, Image: spider, Predicted Class: motorcycle
File name: dog 3157.jpeg, Image: dog, Predicted Class: lamp
File name: dog 870.jpeg, Image: dog, Predicted Class: bottle
File name: sheep 1492.jpg, Image: sheep, Predicted Class: orchid
File name: cow 1491.jpeg, Image: cow, Predicted Class: bee
File name: horse 769.jpeg, Image: horse, Predicted Class: motorcycle
File name: elephant 1087.jpeg, Image: elephant, Predicted Class: motorcycle
File name: horse 206.jpeg, Image: horse, Predicted Class: cattle
File name: dog 1279.jpeg, Image: dog, Predicted Class: motorcycle
File name: sheep 1497.jpg, Image: sheep, Predicted Class: butterfly
File name: squirrel 452.jpeg, Image: squirrel, Predicted Class: leopard
File name: cow 17.jpeg, Image: cow, Predicted Class: motorcycle
File name: chicken 2126.jpeg, Image: chicken, Predicted Class: leopard
File name: spider 3258.jpeg, Image: spider, Predicted Class: bicycle
File name: chicken 3019.jpeg, Image: chicken, Predicted Class: motorcycle
File name: spider 2612.jpeg, Image: spider, Predicted Class: beetle
File name: dog 2726.jpeg, Image: dog, Predicted Class: crab
File name: sheep 1321.jpeg, Image: sheep, Predicted Class: house
File name: sheep 199.jpeg, Image: sheep, Predicted Class: motorcycle
File name: sheep 458.jpeg, Image: sheep, Predicted Class: leopard
File name: butterfly 510.jpeg, Image: butterfly, Predicted Class: beetle
File name: dog 108.jpeg, Image: dog, Predicted Class: motorcycle
File name: horse 2239.jpeg, Image: horse, Predicted Class: bicycle
File name: dog 2799.jpeg, Image: dog, Predicted Class: motorcycle
File name: sheep 730.jpeg, Image: sheep, Predicted Class: tiger
File name: dog 2302.jpeg, Image: dog, Predicted Class: skunk
File name: cat 522.jpeg, Image: cat, Predicted Class: rabbit
File name: dog 3089.jpeg, Image: dog, Predicted Class: butterfly
File name: chicken 2159.jpeg, Image: chicken, Predicted Class: tiger
File name: dog 1926.jpeg, Image: dog, Predicted Class: palm_tree
File name: dog 3560.jpeg, Image: dog, Predicted Class: hamster
File name: horse 99.jpeg, Image: horse, Predicted Class: butterfly
File name: dog 1754.jpeg, Image: dog, Predicted Class: crab
File name: chicken 2065.jpeg, Image: chicken, Predicted Class: crab
File name: dog 1816.jpeg, Image: dog, Predicted Class: chimpanzee
File name: chicken 1778.jpeg, Image: chicken, Predicted Class: bicycle
File name: cow 1348.jpeg, Image: cow, Predicted Class: cattle
File name: spider 4680.jpg, Image: spider, Predicted Class: butterfly
File name: chicken 2634.jpeg, Image: chicken, Predicted Class: cockroach
File name: spider 308.jpeg, Image: spider, Predicted Class: bee
File name: butterfly 1145.jpeg, Image: butterfly, Predicted Class: orchid
File name: sheep 724.jpeg, Image: sheep, Predicted Class: butterfly
File name: spider 3875.jpeg, Image: spider, Predicted Class: beetle
File name: dog 878.jpeg, Image: dog, Predicted Class: butterfly
File name: squirrel 1009.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: spider 1094.jpeg, Image: spider, Predicted Class: spider
File name: chicken 2428.jpeg, Image: chicken, Predicted Class: tiger
File name: cat 1133.jpeg, Image: cat, Predicted Class: lobster
File name: horse 967.jpeg, Image: horse, Predicted Class: motorcycle
File name: dog 1456.jpeg, Image: dog, Predicted Class: butterfly
File name: dog 3803.jpeg, Image: dog, Predicted Class: palm_tree
File name: butterfly 952.jpeg, Image: butterfly, Predicted Class: beetle
File name: dog 1169.jpeg, Image: dog, Predicted Class: worm
File name: horse 1466.jpeg, Image: horse, Predicted Class: castle
File name: dog 3701.jpeg, Image: dog, Predicted Class: butterfly
File name: spider 338.jpeg, Image: spider, Predicted Class: snake
File name: butterfly 905.jpeg, Image: butterfly, Predicted Class: pear
File name: butterfly 888.jpeg, Image: butterfly, Predicted Class: butterfly
File name: spider 2934.jpeg, Image: spider, Predicted Class: spider
File name: sheep 563.jpeg, Image: sheep, Predicted Class: leopard
File name: dog 3382.jpeg, Image: dog, Predicted Class: butterfly
File name: dog 4602.jpeg, Image: dog, Predicted Class: motorcycle
File name: chicken 2605.jpeg, Image: chicken, Predicted Class: butterfly
File name: spider 850.jpeg, Image: spider, Predicted Class: bee
File name: spider 4001.jpeg, Image: spider, Predicted Class: bee
File name: horse 2090.jpeg, Image: horse, Predicted Class: bee
File name: squirrel 1127.jpeg, Image: squirrel, Predicted Class: bear
File name: dog 66.jpeg, Image: dog, Predicted Class: girl
File name: chicken 1271.jpeg, Image: chicken, Predicted Class: butterfly
File name: butterfly 1851.jpg, Image: butterfly, Predicted Class: butterfly
File name: chicken 2116.jpeg, Image: chicken, Predicted Class: butterfly
File name: horse 254.jpeg, Image: horse, Predicted Class: butterfly
File name: cat 1157.jpeg, Image: cat, Predicted Class: caterpillar
File name: spider 3752.jpeg, Image: spider, Predicted Class: caterpillar
File name: chicken 294.jpeg, Image: chicken, Predicted Class: bicycle
File name: spider 3491.jpeg, Image: spider, Predicted Class: snake
File name: squirrel 1143.jpeg, Image: squirrel, Predicted Class: woman
File name: elephant 206.jpeg, Image: elephant, Predicted Class: shrew
File name: elephant 802.jpeg, Image: elephant, Predicted Class: motorcycle
File name: squirrel 205.jpeg, Image: squirrel, Predicted Class: bicycle
File name: elephant 861.jpeg, Image: elephant, Predicted Class: elephant
File name: dog 435.jpeg, Image: dog, Predicted Class: skunk
File name: spider 389.jpeg, Image: spider, Predicted Class: spider
File name: butterfly 1663.jpeg, Image: butterfly, Predicted Class: orchid
File name: sheep 1325.jpeg, Image: sheep, Predicted Class: kangaroo
File name: sheep 1577.jpg, Image: sheep, Predicted Class: bee
File name: sheep 1164.jpeg, Image: sheep, Predicted Class: shrew
File name: spider 2458.jpeg, Image: spider, Predicted Class: beetle
File name: cat 311.jpg, Image: cat, Predicted Class: motorcycle
File name: butterfly 298.jpeg, Image: butterfly, Predicted Class: caterpillar
File name: chicken 939.jpeg, Image: chicken, Predicted Class: beetle
File name: squirrel 599.jpeg, Image: squirrel, Predicted Class: squirrel
File name: cow 1007.jpeg, Image: cow, Predicted Class: bicycle
File name: butterfly 397.jpeg, Image: butterfly, Predicted Class: sunflower
File name: horse 323.jpeg, Image: horse, Predicted Class: motorcycle
File name: dog 2254.jpeg, Image: dog, Predicted Class: lawn_mower
File name: butterfly 211.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: horse 410.jpeg, Image: horse, Predicted Class: motorcycle
File name: spider 779.jpeg, Image: spider, Predicted Class: butterfly
File name: elephant 1392.jpg, Image: elephant, Predicted Class: dinosaur
File name: butterfly 964.jpeg, Image: butterfly, Predicted Class: pear
File name: butterfly 1282.jpeg, Image: butterfly, Predicted Class: tractor
File name: spider 4243.jpeg, Image: spider, Predicted Class: beetle
File name: chicken 112.jpeg, Image: chicken, Predicted Class: motorcycle
File name: butterfly 1721.jpg, Image: butterfly, Predicted Class: motorcycle
File name: squirrel 1541.jpeg, Image: squirrel, Predicted Class: boy
File name: sheep 995.jpeg, Image: sheep, Predicted Class: bicycle
File name: dog 1391.jpeg, Image: dog, Predicted Class: butterfly
File name: sheep 1457.jpg, Image: sheep, Predicted Class: caterpillar
File name: horse 1233.jpeg, Image: horse, Predicted Class: beetle
File name: dog 3578.jpeg, Image: dog, Predicted Class: dinosaur
File name: elephant 9.jpeg, Image: elephant, Predicted Class: snake
File name: dog 3509.jpeg, Image: dog, Predicted Class: lobster
File name: squirrel 1846.jpeg, Image: squirrel, Predicted Class: butterfly
File name: cow 1440.jpeg, Image: cow, Predicted Class: cattle
File name: cow 276.jpeg, Image: cow, Predicted Class: motorcycle
File name: elephant 524.jpeg, Image: elephant, Predicted Class: lobster
File name: horse 725.jpeg, Image: horse, Predicted Class: raccoon
File name: spider 3667.jpeg, Image: spider, Predicted Class: butterfly
File name: squirrel 1067.jpeg, Image: squirrel, Predicted Class: lion
File name: horse 2064.jpeg, Image: horse, Predicted Class: bicycle
File name: chicken 2300.jpeg, Image: chicken, Predicted Class: motorcycle
File name: dog 2444.jpeg, Image: dog, Predicted Class: beetle
File name: dog 180.jpeg, Image: dog, Predicted Class: mouse
File name: butterfly 1600.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: spider 1389.jpeg, Image: spider, Predicted Class: spider
File name: butterfly 1871.jpg, Image: butterfly, Predicted Class: caterpillar
File name: chicken 699.jpeg, Image: chicken, Predicted Class: lawn_mower
File name: dog 3193.jpeg, Image: dog, Predicted Class: leopard
File name: horse 186.jpeg, Image: horse, Predicted Class: dinosaur
File name: cat 1201.jpeg, Image: cat, Predicted Class: leopard
File name: butterfly 728.jpeg, Image: butterfly, Predicted Class: bee
File name: spider 3563.jpeg, Image: spider, Predicted Class: snake
File name: dog 2970.jpeg, Image: dog, Predicted Class: bee
File name: dog 3513.jpeg, Image: dog, Predicted Class: bee
File name: chicken 2335.jpeg, Image: chicken, Predicted Class: butterfly
File name: dog 4157.jpeg, Image: dog, Predicted Class: beetle
File name: horse 709.jpeg, Image: horse, Predicted Class: bicycle
File name: dog 1978.jpeg, Image: dog, Predicted Class: motorcycle
File name: spider 3174.jpeg, Image: spider, Predicted Class: caterpillar
File name: chicken 757.jpeg, Image: chicken, Predicted Class: tiger
File name: dog 3033.jpeg, Image: dog, Predicted Class: telephone
File name: butterfly 192.jpeg, Image: butterfly, Predicted Class: spider
File name: horse 1449.jpeg, Image: horse, Predicted Class: cattle
File name: chicken 1097.jpeg, Image: chicken, Predicted Class: butterfly
File name: sheep 1369.jpeg, Image: sheep, Predicted Class: cattle
File name: chicken 2232.jpeg, Image: chicken, Predicted Class: butterfly
File name: spider 596.jpeg, Image: spider, Predicted Class: beetle
File name: dog 517.jpeg, Image: dog, Predicted Class: spider
File name: dog 2899.jpeg, Image: dog, Predicted Class: butterfly
File name: chicken 1356.jpeg, Image: chicken, Predicted Class: motorcycle
File name: cat 1480.jpeg, Image: cat, Predicted Class: tractor
File name: sheep 1464.jpg, Image: sheep, Predicted Class: possum
File name: dog 564.jpeg, Image: dog, Predicted Class: raccoon
File name: horse 2567.jpeg, Image: horse, Predicted Class: motorcycle
File name: chicken 2290.jpeg, Image: chicken, Predicted Class: tiger
File name: butterfly 1464.jpeg, Image: butterfly, Predicted Class: butterfly
File name: horse 2512.jpeg, Image: horse, Predicted Class: motorcycle
File name: spider 816.jpeg, Image: spider, Predicted Class: beetle
File name: horse 2183.jpeg, Image: horse, Predicted Class: bicycle
File name: spider 3832.jpeg, Image: spider, Predicted Class: spider
File name: dog 2790.jpeg, Image: dog, Predicted Class: beetle
File name: elephant 622.jpeg, Image: elephant, Predicted Class: forest
File name: spider 3956.jpeg, Image: spider, Predicted Class: spider
File name: elephant 1226.jpg, Image: elephant, Predicted Class: tractor
File name: sheep 1398.jpeg, Image: sheep, Predicted Class: bicycle
File name: sheep 673.jpeg, Image: sheep, Predicted Class: dinosaur
File name: butterfly 145.jpeg, Image: butterfly, Predicted Class: butterfly
File name: dog 934.jpeg, Image: dog, Predicted Class: bee
File name: cat 1326.jpeg, Image: cat, Predicted Class: bicycle
File name: cat 966.jpeg, Image: cat, Predicted Class: palm_tree
File name: sheep 1820.jpg, Image: sheep, Predicted Class: kangaroo
File name: cow 168.jpeg, Image: cow, Predicted Class: dinosaur
File name: spider 3857.jpeg, Image: spider, Predicted Class: lobster
File name: chicken 2657.jpeg, Image: chicken, Predicted Class: butterfly
File name: chicken 335.jpeg, Image: chicken, Predicted Class: camel
File name: horse 2621.jpeg, Image: horse, Predicted Class: crab
File name: cat 1218.jpeg, Image: cat, Predicted Class: orchid
File name: horse 782.jpeg, Image: horse, Predicted Class: dinosaur
File name: chicken 1189.jpeg, Image: chicken, Predicted Class: motorcycle
File name: chicken 2253.jpeg, Image: chicken, Predicted Class: tiger
File name: spider 1434.jpeg, Image: spider, Predicted Class: lobster
File name: cat 1365.jpeg, Image: cat, Predicted Class: bee
File name: squirrel 517.jpeg, Image: squirrel, Predicted Class: tiger
File name: spider 1631.jpeg, Image: spider, Predicted Class: beetle
File name: sheep 265.jpeg, Image: sheep, Predicted Class: dinosaur
File name: squirrel 711.jpeg, Image: squirrel, Predicted Class: possum
File name: dog 4191.jpeg, Image: dog, Predicted Class: butterfly
File name: dog 1434.jpeg, Image: dog, Predicted Class: flatfish
File name: chicken 2168.jpeg, Image: chicken, Predicted Class: bicycle
File name: chicken 2483.jpeg, Image: chicken, Predicted Class: motorcycle
File name: horse 118.jpeg, Image: horse, Predicted Class: butterfly
File name: elephant 776.jpeg, Image: elephant, Predicted Class: shrew
File name: elephant 1070.jpeg, Image: elephant, Predicted Class: elephant
File name: cow 895.jpeg, Image: cow, Predicted Class: bee
File name: dog 4349.jpeg, Image: dog, Predicted Class: chimpanzee
File name: elephant 1148.jpg, Image: elephant, Predicted Class: butterfly
File name: cat 965.jpeg, Image: cat, Predicted Class: palm_tree
File name: spider 1850.jpeg, Image: spider, Predicted Class: caterpillar
File name: squirrel 1409.jpeg, Image: squirrel, Predicted Class: butterfly
File name: horse 2044.jpeg, Image: horse, Predicted Class: motorcycle
File name: dog 778.jpeg, Image: dog, Predicted Class: possum
File name: sheep 379.jpeg, Image: sheep, Predicted Class: palm_tree
File name: dog 3745.jpeg, Image: dog, Predicted Class: camel
File name: spider 216.jpeg, Image: spider, Predicted Class: spider
File name: butterfly 647.jpeg, Image: butterfly, Predicted Class: shrew
File name: dog 3958.jpeg, Image: dog, Predicted Class: butterfly
File name: horse 1182.jpeg, Image: horse, Predicted Class: tiger
File name: squirrel 1782.jpeg, Image: squirrel, Predicted Class: leopard
File name: sheep 316.jpeg, Image: sheep, Predicted Class: tractor
File name: cow 656.jpeg, Image: cow, Predicted Class: cattle
File name: horse 1882.jpeg, Image: horse, Predicted Class: caterpillar
File name: horse 2055.jpeg, Image: horse, Predicted Class: bicycle
File name: dog 1761.jpeg, Image: dog, Predicted Class: pine_tree
File name: elephant 1201.jpg, Image: elephant, Predicted Class: bicycle
File name: sheep 1635.jpg, Image: sheep, Predicted Class: caterpillar
File name: cat 369.jpg, Image: cat, Predicted Class: camel
File name: elephant 230.jpeg, Image: elephant, Predicted Class: bee
File name: squirrel 844.jpeg, Image: squirrel, Predicted Class: tiger
File name: butterfly 88.jpeg, Image: butterfly, Predicted Class: butterfly
File name: spider 3318.jpeg, Image: spider, Predicted Class: bee
File name: dog 859.jpeg, Image: dog, Predicted Class: motorcycle
File name: cow 535.jpeg, Image: cow, Predicted Class: motorcycle
File name: spider 3503.jpeg, Image: spider, Predicted Class: butterfly
File name: dog 628.jpeg, Image: dog, Predicted Class: lobster
File name: cat 1579.jpeg, Image: cat, Predicted Class: butterfly
File name: squirrel 1749.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: horse 2439.jpeg, Image: horse, Predicted Class: butterfly
File name: cow 1066.jpeg, Image: cow, Predicted Class: motorcycle
